ID,HASH,CREATED_BY,CREATED_ON,UPDATED_BY,UPDATED_ON,STATEMENT,TIMES
136,"select tipo_operacion, sum(case when extract(month from fecha) = 1 then ingreso else 0 end) as enero, sum(case when extract(month from fecha) = 2 then ingreso else 0 end) as febrero, sum(case when extract(month from fecha) = 3 then ingreso else 0 end) as marzo, sum(case when extract(month from fecha) = 4 then ingreso else 0 end) as abril, sum(case when extract(month from fecha) = 5 then ingreso else 0 end) as mayo, sum(case when extract(month from fecha) = 6 then ingreso else 0 end) as junio, sum(case when extract(month from fecha) = 7 then ingreso else 0 end) as julio, sum(case when extract(month from fecha) = 8 then ingreso else 0 end) as agosto, sum(case when extract(month from fecha) = 9 then ingreso else 0 end) as septiembre, sum(case when extract(month from fecha) = 10 then ingreso else 0 end) as octubre, sum(case when extract(month from fecha) = 11 then ingreso else 0 end) as noviembre, sum(case when extract(month from fecha) = 12 then ingreso else 0 end) as diciembre, -- métricas de crecimiento sum(ingreso) as total_anual, round(avg(ingreso), 2) as promedio_mensual, -- tendencia (comparando primer semestre vs segundo semestre) case when (sum(case when extract(month from fecha) between 7 and 12 then ingreso else 0 end) - sum(case when extract(month from fecha) between 1 and 6 then ingreso else 0 end)) > 0 then 'creciente' when (sum(case when extract(month from fecha) between 7 and 12 then ingreso else 0 end) - sum(case when extract(month from fecha) between 1 and 6 then ingreso else 0 end)) < 0 then 'decreciente' else 'estable' end as tendencia_anual from operaciones where ingreso is not null and extract(year from fecha) = 2024 -- cambiar año según necesidad group by tipo_operacion order by sum(ingreso) desc",PCSERVICEUSER,2025-07-05 02:57:45.888903,PCSERVICEUSER,2025-07-05 02:57:45.888903,"SELECT 
    TIPO_OPERACION,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 1 THEN INGRESO ELSE 0 END) as Enero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 2 THEN INGRESO ELSE 0 END) as Febrero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 3 THEN INGRESO ELSE 0 END) as Marzo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 4 THEN INGRESO ELSE 0 END) as Abril,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 5 THEN INGRESO ELSE 0 END) as Mayo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 6 THEN INGRESO ELSE 0 END) as Junio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 7 THEN INGRESO ELSE 0 END) as Julio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 8 THEN INGRESO ELSE 0 END) as Agosto,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 9 THEN INGRESO ELSE 0 END) as Septiembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 10 THEN INGRESO ELSE 0 END) as Octubre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 11 THEN INGRESO ELSE 0 END) as Noviembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 12 THEN INGRESO ELSE 0 END) as Diciembre,

    -- Métricas de crecimiento
    SUM(INGRESO) as Total_Anual,
    ROUND(AVG(INGRESO), 2) as Promedio_Mensual,

    -- Tendencia (comparando primer semestre vs segundo semestre)
    CASE 
        WHEN (SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) BETWEEN 7 AND 12 THEN INGRESO ELSE 0 END) - 
              SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) BETWEEN 1 AND 6 THEN INGRESO ELSE 0 END)) > 0 THEN 'CRECIENTE'
        WHEN (SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) BETWEEN 7 AND 12 THEN INGRESO ELSE 0 END) - 
              SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) BETWEEN 1 AND 6 THEN INGRESO ELSE 0 END)) < 0 THEN 'DECRECIENTE'
        ELSE 'ESTABLE'
    END as Tendencia_Anual

FROM OPERACIONES
WHERE INGRESO IS NOT NULL
  AND EXTRACT(YEAR FROM FECHA) = 2024  -- Cambiar año según necesidad
GROUP BY TIPO_OPERACION
ORDER BY SUM(INGRESO) DESC",1
137,"select tipo_operacion, sum(case when extract(month from fecha) = 1 then ingreso else 0 end) as enero, sum(case when extract(month from fecha) = 2 then ingreso else 0 end) as febrero, sum(case when extract(month from fecha) = 3 then ingreso else 0 end) as marzo, sum(case when extract(month from fecha) = 4 then ingreso else 0 end) as abril, sum(case when extract(month from fecha) = 5 then ingreso else 0 end) as mayo, sum(case when extract(month from fecha) = 6 then ingreso else 0 end) as junio, sum(case when extract(month from fecha) = 7 then ingreso else 0 end) as julio, sum(case when extract(month from fecha) = 8 then ingreso else 0 end) as agosto, sum(case when extract(month from fecha) = 9 then ingreso else 0 end) as septiembre, sum(case when extract(month from fecha) = 10 then ingreso else 0 end) as octubre, sum(case when extract(month from fecha) = 11 then ingreso else 0 end) as noviembre, sum(case when extract(month from fecha) = 12 then ingreso else 0 end) as diciembre, -- métricas de crecimiento sum(ingreso) as total_anual, round(avg(ingreso), 2) as promedio_mensual, -- tendencia (comparando primer semestre vs segundo semestre) case when (sum(case when extract(month from fecha) between 7 and 12 then ingreso else 0 end) - sum(case when extract(month from fecha) between 1 and 6 then ingreso else 0 end)) > 0 then 'creciente' when (sum(case when extract(month from fecha) between 7 and 12 then ingreso else 0 end) - sum(case when extract(month from fecha) between 1 and 6 then ingreso else 0 end)) < 0 then 'decreciente' else 'estable' end as tendencia_anual from operaciones where ingreso is not null and extract(year from fecha) = 2025 -- cambiar año según necesidad group by tipo_operacion order by sum(ingreso) desc",PCSERVICEUSER,2025-07-05 02:57:54.455532,PCSERVICEUSER,2025-07-05 02:57:54.455532,"SELECT 
    TIPO_OPERACION,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 1 THEN INGRESO ELSE 0 END) as Enero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 2 THEN INGRESO ELSE 0 END) as Febrero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 3 THEN INGRESO ELSE 0 END) as Marzo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 4 THEN INGRESO ELSE 0 END) as Abril,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 5 THEN INGRESO ELSE 0 END) as Mayo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 6 THEN INGRESO ELSE 0 END) as Junio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 7 THEN INGRESO ELSE 0 END) as Julio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 8 THEN INGRESO ELSE 0 END) as Agosto,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 9 THEN INGRESO ELSE 0 END) as Septiembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 10 THEN INGRESO ELSE 0 END) as Octubre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 11 THEN INGRESO ELSE 0 END) as Noviembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 12 THEN INGRESO ELSE 0 END) as Diciembre,

    -- Métricas de crecimiento
    SUM(INGRESO) as Total_Anual,
    ROUND(AVG(INGRESO), 2) as Promedio_Mensual,

    -- Tendencia (comparando primer semestre vs segundo semestre)
    CASE 
        WHEN (SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) BETWEEN 7 AND 12 THEN INGRESO ELSE 0 END) - 
              SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) BETWEEN 1 AND 6 THEN INGRESO ELSE 0 END)) > 0 THEN 'CRECIENTE'
        WHEN (SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) BETWEEN 7 AND 12 THEN INGRESO ELSE 0 END) - 
              SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) BETWEEN 1 AND 6 THEN INGRESO ELSE 0 END)) < 0 THEN 'DECRECIENTE'
        ELSE 'ESTABLE'
    END as Tendencia_Anual

FROM OPERACIONES
WHERE INGRESO IS NOT NULL
  AND EXTRACT(YEAR FROM FECHA) = 2025  -- Cambiar año según necesidad
GROUP BY TIPO_OPERACION
ORDER BY SUM(INGRESO) DESC",1
135,"with crecimiento_detallado as ( select extract(year from fecha) as año, extract(month from fecha) as mes, to_char(fecha, 'yyyy-mm') as periodo, sum(ingreso) as ingresos, count(*) as num_operaciones, avg(ingreso) as ingreso_promedio, -- ventana móvil para calcular crecimiento lag(sum(ingreso), 1) over (order by extract(year from fecha), extract(month from fecha)) as mes_anterior, lag(sum(ingreso), 12) over (order by extract(year from fecha), extract(month from fecha)) as mismo_mes_año_anterior from operaciones where ingreso is not null group by extract(year from fecha), extract(month from fecha), to_char(fecha, 'yyyy-mm') ) select año, mes, periodo, ingresos, num_operaciones, round(ingreso_promedio, 2) as ingreso_promedio, -- crecimiento mes a mes case when mes_anterior is not null and mes_anterior > 0 then round(((ingresos - mes_anterior) / mes_anterior) * 100, 2) else null end as crecimiento_mes_anterior_pct, -- crecimiento año a año (mismo mes) case when mismo_mes_año_anterior is not null and mismo_mes_año_anterior > 0 then round(((ingresos - mismo_mes_año_anterior) / mismo_mes_año_anterior) * 100, 2) else null end as crecimiento_mismo_mes_año_anterior_pct, -- diferencia absoluta coalesce(ingresos - mes_anterior, 0) as diferencia_mes_anterior, coalesce(ingresos - mismo_mes_año_anterior, 0) as diferencia_año_anterior from crecimiento_detallado order by año, mes",PCSERVICEUSER,2025-07-05 02:57:27.598057,PCSERVICEUSER,2025-07-05 03:00:33.060851,"WITH crecimiento_detallado AS (
    SELECT 
        EXTRACT(YEAR FROM FECHA) as Año,
        EXTRACT(MONTH FROM FECHA) as Mes,
        TO_CHAR(FECHA, 'YYYY-MM') as Periodo,
        SUM(INGRESO) as Ingresos,
        COUNT(*) as Num_Operaciones,
        AVG(INGRESO) as Ingreso_Promedio,
        
        -- Ventana móvil para calcular crecimiento
        LAG(SUM(INGRESO), 1) OVER (ORDER BY EXTRACT(YEAR FROM FECHA), EXTRACT(MONTH FROM FECHA)) as Mes_Anterior,
        LAG(SUM(INGRESO), 12) OVER (ORDER BY EXTRACT(YEAR FROM FECHA), EXTRACT(MONTH FROM FECHA)) as Mismo_Mes_Año_Anterior
    FROM OPERACIONES
    WHERE INGRESO IS NOT NULL
    GROUP BY EXTRACT(YEAR FROM FECHA), EXTRACT(MONTH FROM FECHA), TO_CHAR(FECHA, 'YYYY-MM')
)
SELECT 
    Año,
    Mes,
    Periodo,
    Ingresos,
    Num_Operaciones,
    ROUND(Ingreso_Promedio, 2) as Ingreso_Promedio,
    
    -- Crecimiento mes a mes
    CASE 
        WHEN Mes_Anterior IS NOT NULL AND Mes_Anterior > 0 THEN
            ROUND(((Ingresos - Mes_Anterior) / Mes_Anterior) * 100, 2)
        ELSE NULL
    END as Crecimiento_Mes_Anterior_Pct,

    -- Crecimiento año a año (mismo mes)
    CASE 
        WHEN Mismo_Mes_Año_Anterior IS NOT NULL AND Mismo_Mes_Año_Anterior > 0 THEN
            ROUND(((Ingresos - Mismo_Mes_Año_Anterior) / Mismo_Mes_Año_Anterior) * 100, 2)
        ELSE NULL
    END as Crecimiento_Mismo_Mes_Año_Anterior_Pct,

    -- Diferencia absoluta
    COALESCE(Ingresos - Mes_Anterior, 0) as Diferencia_Mes_Anterior,
    COALESCE(Ingresos - Mismo_Mes_Año_Anterior, 0) as Diferencia_Año_Anterior

FROM crecimiento_detallado
ORDER BY Año, Mes",2
142,----ingresos mensuales por tipo de operación --------------------------------------------------,PCSERVICEUSER,2025-07-05 03:25:04.598562,PCSERVICEUSER,2025-07-05 03:25:04.598562,----Ingresos mensuales por tipo de operación --------------------------------------------------,1
143,----rentabilidad por tipo de dispositivo --------------------------------------------------,PCSERVICEUSER,2025-07-05 03:25:12.550623,PCSERVICEUSER,2025-07-05 03:25:12.550623,----Rentabilidad por tipo de dispositivo --------------------------------------------------,1
144,-----tendencias de crecimiento mensual-----------------------------------,PCSERVICEUSER,2025-07-05 03:25:19.158245,PCSERVICEUSER,2025-07-05 03:25:19.158245,-----Tendencias de crecimiento mensual-----------------------------------,1
146,--ingresos mensuales por tipo de operación --------------------------------------------------,PCSERVICEUSER,2025-07-05 13:11:24.722026,PCSERVICEUSER,2025-07-05 13:11:24.722026,--Ingresos mensuales por tipo de operación --------------------------------------------------,1
163,select*from mantenimiento_dispositivo,PCSERVICEUSER,2025-07-10 14:09:59.498826,PCSERVICEUSER,2025-07-10 19:36:10.051929,select*from MANTENIMIENTO_DISPOSITIVO,15
182,select*from ventas order by id_operacion,PCSERVICEUSER,2025-07-10 19:50:40.669097,PCSERVICEUSER,2025-07-10 19:50:40.669097,select*from VENTAS order by ID_OPERACION,1
179,select * from all_constraints where constraint_name = 'sys_c0023527',PCSERVICEUSER,2025-07-10 18:59:22.550271,PCSERVICEUSER,2025-07-10 18:59:22.550271,SELECT * FROM all_constraints WHERE constraint_name = 'SYS_C0023527',1
180,select*from mantenimientos order by id_operacion,PCSERVICEUSER,2025-07-10 19:36:02.058724,PCSERVICEUSER,2025-07-10 19:36:53.477124,select*from mantenimientos order by ID_OPERACION,3
199,/,PCSERVICEUSER,2025-07-11 15:39:47.255368,PCSERVICEUSER,2025-07-11 15:39:47.255368,/,1
147,"select coalesce(tipo_operacion, 'total') as tipo_operacion, sum(case when extract(month from fecha) = 1 then ingreso else 0 end) as enero, sum(case when extract(month from fecha) = 2 then ingreso else 0 end) as febrero, sum(case when extract(month from fecha) = 3 then ingreso else 0 end) as marzo, sum(case when extract(month from fecha) = 4 then ingreso else 0 end) as abril, sum(case when extract(month from fecha) = 5 then ingreso else 0 end) as mayo, sum(case when extract(month from fecha) = 6 then ingreso else 0 end) as junio, sum(case when extract(month from fecha) = 7 then ingreso else 0 end) as julio, sum(case when extract(month from fecha) = 8 then ingreso else 0 end) as agosto, sum(case when extract(month from fecha) = 9 then ingreso else 0 end) as septiembre, sum(case when extract(month from fecha) = 10 then ingreso else 0 end) as octubre, sum(case when extract(month from fecha) = 11 then ingreso else 0 end) as noviembre, sum(case when extract(month from fecha) = 12 then ingreso else 0 end) as diciembre, sum(ingreso) as total_anual from operaciones where ingreso is not null and extract(year from fecha) = 2025 group by rollup(tipo_operacion)",PCSERVICEUSER,2025-07-05 13:24:44.722834,PCSERVICEUSER,2025-07-05 13:24:44.722834,"SELECT 
    COALESCE(TIPO_OPERACION, 'TOTAL') as Tipo_Operacion,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 1 THEN INGRESO ELSE 0 END) as Enero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 2 THEN INGRESO ELSE 0 END) as Febrero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 3 THEN INGRESO ELSE 0 END) as Marzo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 4 THEN INGRESO ELSE 0 END) as Abril,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 5 THEN INGRESO ELSE 0 END) as Mayo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 6 THEN INGRESO ELSE 0 END) as Junio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 7 THEN INGRESO ELSE 0 END) as Julio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 8 THEN INGRESO ELSE 0 END) as Agosto,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 9 THEN INGRESO ELSE 0 END) as Septiembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 10 THEN INGRESO ELSE 0 END) as Octubre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 11 THEN INGRESO ELSE 0 END) as Noviembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 12 THEN INGRESO ELSE 0 END) as Diciembre,
    SUM(INGRESO) as Total_Anual
FROM OPERACIONES
WHERE INGRESO IS NOT NULL
    AND EXTRACT(YEAR FROM FECHA) = 2025
GROUP BY ROLLUP(TIPO_OPERACION)",1
